medCodigo,medNombreGenerico,medFormaFarmaceutica,medConcentracion,medUnidadMedida,medRes008,medRes029,medRes5521,medRes5926,medRes5592
J01CF0101,DICLOXACILINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J01CF0102,DICLOXACILINA,POLVO PARA RECONSTITUIR A SUSPENSIÓN ORAL,"125 MG/5 ML (2,5%) ",,0,0,1,1,1
J01CF0103,DICLOXACILINA,POLVO PARA RECONSTITUIR A SUSPENSIÓN ORAL,250 MG/5 ML (5%) ,,0,0,1,1,1
J01CF01101,DICLOXACILINA,CÁPSULA,250 MG,1,0,1,0,0,0
J01CF01102,DICLOXACILINA,CÁPSULA,500 MG,2,0,1,0,0,0
J01CF01231,DICLOXACILINA, RECONSTIT,"125 MG/5 ML (2,5%)",1,0,1,0,0,0
J01CF01232,DICLOXACILINA, RECONSTIT,250 MG/5 ML (5%),2,0,1,0,0,0
J05AD017141,DIDANOSINA,TABLETA O CÁPSULA,25 MG,,1,0,0,0,0
J05AD017142,DIDANOSINA,TABLETA O CÁPSULA,100 MG,,1,0,0,0,0
J05AF0201,DIDANOSINA,CÁPSULA DE LIBERACIÓN PROGRAMADA,400 MG ,,0,0,1,1,1
J05AF0202,DIDANOSINA,CÁPSULA DE LIBERACIÓN PROGRAMADA,250 MG ,,0,0,1,1,1
J05AF02133,DIDANOSINA,CÁPSULA DE LIBERACIÓN PROLONGADA,400 MG,3,0,1,0,0,0
J05AF02141,DIDANOSINA,CÁPSULA O TABLETA,25 MG,1,0,1,0,0,0
J05AF02142,DIDANOSINA,CÁPSULA O TABLETA,100 MG,2,0,1,0,0,0
J05AF0203,DIDANOSINA  ,TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO.,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J05AF0204,DIDANOSINA  ,TABLETA MASTICABLE,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J05AA038133,DIDANOSINA  **,CÁPSULA LIBERACIÓN PROLONGADA,400 MG  ,,1,0,0,0,0
R06AA0201,DIFENHIDRAMINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
R06AA0202,DIFENHIDRAMINA,JARABE,"12,5 MG/5 ML (0,25%)",,0,0,1,1,1
R06AA0203,DIFENHIDRAMINA,SOLUCIÓN INYECTABLE,10 MG/ML (1%),,0,0,1,1,1
R06AA02101,DIFENHIDRAMINA,CÁPSULA,50 MG,1,0,1,0,0,0
R06AA02221,DIFENHIDRAMINA,JARABE,"12,5 MG/5 ML,",1,0,1,0,0,0
R06AA02701,DIFENHIDRAMINA,SOLUCIÓN INYECTABLE,100 MG / 10 ML,1,0,1,0,0,0
R06AD018101,DIFENHIDRAMINA,CÁPSULA,50 MG ,,1,0,0,0,0
R06AD018221,DIFENHIDRAMINA,JARABE,"12,5 MG/5 ML, ",,1,0,0,0,0
R06AD018701,DIFENHIDRAMINA,SOLUCIÓN INYECTABLE,100 MG/10 ML ,,1,0,0,0,0
J07CA99701,DIFTERIA-POLIOMIELITIS-TÉTANOS,INYECTABLE,,1,0,1,0,0,0
C01AD019011,DIGOXINA,TABLETA,"0,25 MG ",,1,0,0,0,0
C01AD019701,DIGOXINA,SOLUCIÓN INYECTABLE,"0,25 MG/ML ",,1,0,0,0,0
C01AD019201,DIGOXINA (NOTA: PUEDE SUSTITUIRSE POR BETA METIL DIGOXINA),SOLUCIÓN ORAL,"0,75 MG/ML (0,075%) ",,1,0,0,0,0
N02AA08202,DIHIDROCODEÍNA,SOLUCIÓN ORAL,"13,6 MG/ML (1,36%)",2,0,1,0,0,0
N02AA08221,DIHIDROCODEÍNA,JARABE,"2,42 MG/ML (0,242%)",1,0,1,0,0,0
N02AA0801,DIHIDROCODEÍNA BITARTRATO,JARABE,"12,1 MG/ML (0,242%)",,0,0,1,1,1
N02AA0802,DIHIDROCODEÍNA BITARTRATO,SOLUCIÓN ORAL,"68 MG/5ML (1,36%)",,0,0,1,1,1
R05DD020201,DIHIDROCODEÍNA BITARTRATO,SOLUCIÓN ORAL,"13,6 MG/ML (1,36%) ",,1,0,0,0,0
R05DD020221,DIHIDROCODEÍNA BITARTRATO,JARABE,"2,42 MG/ML (0,242%) ",,1,0,0,0,0
N02CA01011,DIHIDROERGOTAMINA,TABLETA,"4,5 MG",1,0,1,0,0,0
N02CA0101,DIHIDROERGOTOXINA MESILATO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N02CD021011,DIHIDROERGOTOXINA MESILATO,TABLETA,"4,5 MG ",,1,0,0,0,0
N02AD022011,DIHIDROMORFONA CLORHIDRATO,TABLETA,"2,5 MG ",,1,0,0,0,0
N02AD022701,DIHIDROMORFONA CLORHIDRATO,SOLUCIÓN INYECTABLE,2 MG/ML ,,1,0,0,0,0
C08DB0101,DILTIAZEM,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N07CA,DIMENHIDRINATO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,0,0,1
N07CA9101,DIMENHIDRINATO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,0
N07CD023011,DIMENHIDRINATO,TABLETA,50 MG ,,1,0,0,0,0
V03AD024701,DIMERCAPROL (BAL),SOLUCIÓN INYECTABLE,300 MG/3 ML ,,1,0,0,0,0
C01DA08011,DINITRATO DE ISOSORBIDA,TABLETA,10 MG,1,0,1,0,0,0
C01DA08061,DINITRATO DE ISOSORBIDA,TABLETA SUBLINGUAL,5 MG,1,0,1,0,0,0
G02AD0201,DINOPROSTONA,OVULO,10 MG,,0,0,1,1,1
G02AD02501,DINOPROSTONA,OVULO,10MG,1,0,1,0,0,0
G02AD025011,DINOPROSTONA,TABLETA VAGINAL,3 MG,,1,0,0,0,0
N02BD026701,DIPIRONA,SOLUCIÓN INYECTABLE,40 - 50% ,,1,0,0,0,0
N02BB0201,DIPIRONA ,SOLUCIÓN INYECTABLE,40 - 50% ,,0,0,1,1,1
P01AD027011,DIYODOHIDROXIQUINOLEÍNA,TABLETA,650 MG ,,1,0,0,0,0
C01CA0701,DOBUTAMINA,SOLUCIÓN INYECTABLE,"12,5 MG/ML (1,25%)",,0,0,1,1,1
C01CA07701,DOBUTAMINA,SOLUCIÓN INYECTABLE,250 MG/20 ML,1,0,1,0,0,0
C01CD028701,DOBUTAMINA,SOLUCIÓN INYECTABLE,250 MG/20 ML ,,1,0,0,0,0
L01CD0201,DOCETAXEL,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
C01CA04701,DOPAMINA,SOLUCIÓN INYECTABLE,200 MG/5 ML,1,0,1,0,0,0
C01CA0401,DOPAMINA CLORHIDRATO,SOLUCIÓN INYECTABLE,40 MG/ML (4%),,0,0,1,1,1
C01CD029701,DOPAMINA CLORHIDRATO,SOLUCIÓN INYECTABLE,200 MG/5 ML ,,1,0,0,0,0
V03AD030701,DOXAPRAM CLORHIDRATO,SOLUCIÓN INYECTABLE,400 MG/20 ML ,,1,0,0,0,0
V03AD030701,DOXAPRAMO CLORHIDRATO,SOLUCIÓN INYECTABLE,2%,,1,0,0,0,0
C02CA0401,DOXAZOSINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
C02CA04161,DOXAZOSINA,TABLETA CON O SIN RE,2 MG,1,0,1,0,0,0
C02CA04162,DOXAZOSINA,TABLETA CON O SIN RE,4 MG,2,0,1,0,0,0
J01AA0201,DOXICICLINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J01AA02141,DOXICICLINA,TABLETA CON O SIN RE,100 MG,1,0,1,0,0,0
J01AD031141,DOXICICLINA,TABLETA O CÁPSULA,100 MG,,1,0,0,0,0
L01DB0101,DOXORRUBICINA,"SOLUCIÓN INYECTABLE ,  POLVO ESTÉRIL PARA INYECCIÓN",50 MG ,,0,0,1,1,1
L01DB0102,DOXORRUBICINA CLORHIDRATO,"SOLUCIÓN INYECTABLE ,  POLVO ESTÉRIL PARA INYECCIÓN",10 MG ,,0,0,1,1,0
L01DD032721,DOXORRUBICINA CLORHIDRATO,POLVO PARA INYECCIÓN,10 MG ,,1,0,0,0,0
L01DB01702,DOXORUBICINA,SOLUCIÓN INYECTABLE,50MG,2,0,1,0,0,0
L01DB01721,DOXORUBICINA,SOLUCIÓN INYECTABLE,10 MG,1,0,1,0,0,0
N01AD033701,DROPERIDOL + FENTANILO,SOLUCIÓN INYECTABLE,"(2,5 + 0,05) MG/ML (0,25% + 0,005%) ",,1,0,0,0,0
V03AB0301,EDETATO DE SODIO Y CALCIO,SOLUCIÓN INYECTABLE,"0,2",,0,0,1,1,1
V03AE001701,EDETATO DE SODIO Y CALCIO,SOLUCIÓN INYECTABLE,20%,,1,0,0,0,0
V03AB03701,EDETATOS,SOLUCIÓN INYECTABLE,20%,1,0,1,0,0,0
J05AE021101,EFAVIRENZ,CÁPSULA,50 MG ,,1,0,0,0,0
J05AE021102,EFAVIRENZ,CÁPSULA,200 MG ,,1,0,0,0,0
J05AG0301,EFAVIRENZ,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J05AG03101,EFAVIRENZ,CÁPSULA,50 MG,1,0,1,0,0,0
J05AG03102,EFAVIRENZ,CÁPSULA,200 MG,2,0,1,0,0,0
J05AG03162,EFAVIRENZ,TABLETA CON O SIN RE,600 MG,2,0,1,0,0,0
J05AA038162,EFAVIRENZ  **,TABLETA,600 MG ,,1,0,0,0,0
B05BB01701,ELECTROLITOS,SOLUCIÓN INYECTABLE,"0,90%",1,0,1,0,0,0
B05XA06701,ELECTROLITOS,SOLUCIÓN INYECTABLE,FOSFATO 3 MM/ML. POT,1,0,1,0,0,0
A07CA99251,ELECTROLITOS CON CARBOHIDRATOS, DISOLVER,COMPONENTES: EXPRESA,1,0,1,0,0,0
B05BA02731,EMULSIONES GRASAS,EMULSIÓN INYECTABLE,"10%, 20% Y 30%",1,0,1,0,0,0
C09AA02011,ENALAPRIL,TABLETA,5 MG,1,0,1,0,0,0
C09AA02012,ENALAPRIL,TABLETA CON O SIN RE,20 MG,2,0,1,0,0,0
C09BA0201,ENALAPRIL + HIDROCLOROTIAZIDA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,0,0,1
C09AA0201,ENALAPRIL MALEATO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
C09AE002011,ENALAPRIL MALEATO,TABLETA,5 MG ,,1,0,0,0,0
C09AE002012,ENALAPRIL MALEATO,TABLETA,20 MG ,,1,0,0,0,0
N01AB0401,ENFLURANO,SOLUCIÓN PARA NEBULIZACIÓN,SUSTANCIA PURA,,0,0,1,1,1
N01AB04901,ENFLURANO,SOLUCIÓN INHALA,SUSTANCIA PURA,1,0,1,0,0,0
N01AE003901,ENFLURANO,SUSTANCIA PURA,SUSTANCIA PURA,,1,0,0,0,0
N04BA0301,ENTACAPONA / CARBIDOPA / LEVODOPA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
C01CA24701,EPINEFRINA,SOLUCIÓN INYECTABLE,1 MG/ML,1,0,1,0,0,0
C01CA2401,EPINEFRINA (TARTRATO O CLORHIDRATO),SOLUCIÓN INYECTABLE,"1 MG/ML (0,1 %)",,0,0,1,1,1
C01CE004701,EPINEFRINA (TARTRATO Ó CLORHIDRATO),SOLUCIÓN INYECTABLE,1 MG/ML ,,1,0,0,0,0
L01DB0301,EPIRRUBICINA,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
G02AB03701,ERGOMETRINA,SOLUCIÓN INYECTABLE,"0,2 MG/ML",1,0,1,0,0,0
G02AE005161,ERGOMETRINA (ERGONOVINA) MALEATO,TABLETA O GRAGEA,"0,2 MG",,1,0,0,0,0
G02AE005701,ERGOMETRINA (ERGONOVINA) MALEATO,SOLUCIÓN INYECTABLE,"0,2 MG/ML ",,1,0,0,0,0
N02CA5201,ERGOTAMINA + CAFEÍNA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N02CE006141,ERGOTAMINA + CAFEÍNA,TABLETA O CÁPSULA),(1 + 100) MG),,1,0,0,0,0
N02CA52141,"ERGOTAMINA, COMBINACIONES EXCL",CÁPSULA O TABLETA,(1 + 100) MG,1,0,1,0,0,0
J01FA01141,ERITROMICINA,CÁPSULA O TABLETA,500 MG DE BASE,1,0,1,0,0,0
J01FA01231,ERITROMICINA, RECONSTITUIR A,250 MG/5 ML DE BASE,1,0,1,0,0,0
J01FA0101,ERITROMICINA (ETILSUCCINATO O ESTEARATO),"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J01FA0102,ERITROMICINA (ETILSUCCINATO O ESTEARATO),POLVO RECONSTITUIR A SUSPENSIÓN ORAL,250 MG/5 ML DE BASE (5%) ,,0,0,1,1,1
J01FE007141,ERITROMICINA (ETILSUCCINATO O ESTEARATO),TABLETA O CÁPSULA,500 MG DE BASE,,1,0,0,0,0
J01FE007231,ERITROMICINA (ETILSUCCINATO O ESTEARATO),ORAL,250 MG/5 ML DE BASE (5%) ,,1,0,0,0,0
B03XA01721,ERITROPOYETINA, ESTÉRIL I,1.000 U.I,1,0,1,0,0,0
B03XA01722,ERITROPOYETINA, ESTÉRIL I,2.000 U.I.,2,0,1,0,0,0
B03XA01723,ERITROPOYETINA, ESTÉRIL I,4.000 U.I.,3,0,1,0,0,0
B03XE20721,ERITROPOYETINA,POLVO PARA INYECCIÓN,1000 U  ,,1,0,0,0,0
B03XE20722,ERITROPOYETINA,POLVO PARA INYECCIÓN,2000 U  ,,1,0,0,0,0
B03XE20723,ERITROPOYETINA,POLVO PARA INYECCIÓN,4000 U  ,,1,0,0,0,0
BO3X0E20721,ERITROPOYETINA,POLVO PARA INYECCIÓN,1.000 U ,,1,0,0,0,0
BO3X0E20722,ERITROPOYETINA,POLVO PARA INYECCIÓN,2.000 U ,,1,0,0,0,0
BO3X0E20723,ERITROPOYETINA,POLVO PARA INYECCIÓN,4.000 U ,,1,0,0,0,0
B03XA0101,ERITROPOYETINA  ,"POLVO ESTÉRIL PARA INYECCIÓN, SOLUCIÓN INYECTABLE.",1.000 U.I,,0,0,1,1,1
B03XA0102,ERITROPOYETINA  ,"POLVO ESTÉRIL PARA INYECCIÓN, SOLUCIÓN INYECTABLE.",2.000 U.I,,0,0,1,1,0
B03XA0103,ERITROPOYETINA  ,"POLVO ESTÉRIL PARA INYECCIÓN, SOLUCIÓN INYECTABLE.",4.000 U.I,,0,0,1,1,0
N06AB1001,ESCITALOPRAM,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
A02BC0501,ESOMEPRAZOL,POLVO ESTÉRIL PARA INYECCIÓN,40 MG ,,0,0,1,1,1
A02BC0502,ESOMEPRAZOL,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,0
A02BC05161,ESOMEPRAZOL,TABLETAS CON O SIN R,10 MG,1,0,1,0,0,0
A02BC05162,ESOMEPRAZOL,TABLETAS CON O SIN R,20 MG,2,0,1,0,0,0
A02BC05163,ESOMEPRAZOL,TABLETAS CON O SIN R,40 MG,3,0,1,0,0,0
A02BC05721,ESOMEPRAZOL, ESTÉRIL I,40 MG,1,0,1,0,0,0
J01FA0201,ESPIRAMICINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J01FA02011,ESPIRAMICINA,TABLETAS CON O SIN R,3.000.000 U.I.,1,0,1,0,0,0
J01FE018011,ESPIRAMICINA “USO EXCLUSIVO PARA TOXOPLASMOSIS”,TABLETA,3.000.000 U.I. ,,1,0,0,0,0
C03DA0101,ESPIRONOLACTONA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
C03DA01011,ESPIRONOLACTONA,TABLETAS CON O SIN R,25 MG,1,0,1,0,0,0
C03DA01012,ESPIRONOLACTONA,TABLETAS CON O SIN R,100 MG,2,0,1,0,0,0
C03DE008011,ESPIRONOLACTONA,TABLETA,25 MG ,,1,0,0,0,0
C03DE008012,ESPIRONOLACTONA,TABLETA,100 MG ,,1,0,0,0,0
J05AE019101,ESTAVUDINA,CÁPSULA,30 MG ,,1,0,0,0,0
J05AE019102,ESTAVUDINA,CÁPSULA,40 MG ,,1,0,0,0,0
J05AE019201,ESTAVUDINA,SOLUCIÓN ORAL,1 MG/ML ,,1,0,0,0,0
J05AF0401,ESTAVUDINA,SOLUCIÓN ORAL,"1 MG/ML (0,1 %)",,0,0,1,1,1
J05AF0402,ESTAVUDINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J05AF04101,ESTAVUDINA,CÁPSULA,30 MG,1,0,1,0,0,0
J05AF04102,ESTAVUDINA,CÁPSULA,40 MG,2,0,1,0,0,0
J05AF04201,ESTAVUDINA,SOLUCIÓN ORAL,1 MG/ML,1,0,1,0,0,0
P01CB02701,ESTIBOGLUCONATO  DE  SODIO,SOLUCIÓN INYECTABLE,100MG/ML,1,0,1,0,0,0
P01CB0201,ESTIBOGLUCONATO  DE  SODIO ,SOLUCIÓN INYECTABLE,100MG/ML,,0,0,1,1,1
G03CA0301,ESTRADIOL,SISTEMA TRANSDÉRMICO,25-50 MCG/DÍA  ,,0,0,1,1,1
G03CA03161,ESTRADIOL,TABLETAS CON O SIN R,2 MG,1,0,1,0,0,0
G03CA03361,ESTRADIOL,SISTEMA TRANSDÉRMICO,25-50   MCG/DÍA,1,0,1,0,0,0
G03CE017361,ESTRADIOL PACIENTES QUE NO TOLERAN EL ESTRADIOL VIAORAL,SISTEMA TRANSDÉRMICO,25-50   MCG/DÍA,,1,0,0,0,0
G03CA0302,ESTRADIOL VALERATO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
G03CE017161,ESTRADIOL VALERATO,TABLETA O GRAGEA,2 MG,,1,0,0,0,0
J01GA01721,ESTREPTOMICINA, ESTÉRIL I,1 G DE BASE,1,0,1,0,0,0
J01GA0101,ESTREPTOMICINA (SULFATO),POLVO ESTÉRIL PARA INYECCIÓN,1 G DE BASE ,,0,0,1,1,1
J01GE009721,ESTREPTOMICINA (SULFATO),POLVO PARA INYECCIÓN,1 G DE BASE ,,1,0,0,0,0
B01AD0101,ESTREPTOQUINASA,POLVO ESTÉRIL PARA INYECCIÓN,1.500.000 UI ,,0,0,1,1,1
B01AD01721,ESTREPTOQUINASA, ESTÉRIL I,750.000 UI,1,0,1,0,0,0
B01AD01722,ESTREPTOQUINASA, ESTÉRIL I,1.500.000 UI,2,0,1,0,0,0
B01AE010721,ESTREPTOQUINASA,POLVO PARA INYECCIÓN,750.000 UI ,,1,0,0,0,0
B01AE010722,ESTREPTOQUINASA,POLVO PARA INYECCIÓN,1.500.000 UI ,,1,0,0,0,0
B01AD0102,ESTREPTOQUINASA ,POLVO ESTÉRIL PARA INYECCIÓN,750.000 UI ,,0,0,1,1,0
G03CA5701,ESTRÓGENOS CONJUGADOS,CREMA VAGINAL,"0,625 MG/G (0,0625%) ",,0,0,1,1,1
G03CA5702,ESTRÓGENOS CONJUGADOS,POLVO ESTÉRIL PARA INYECCIÓN,25 MG ,,0,0,1,1,1
G03CA57161,ESTRÓGENOS CONJUGADOS,TABLETAS CON O SIN R,"0,625 MG",1,0,1,0,0,0
G03CA57162,ESTRÓGENOS CONJUGADOS,TABLETAS CON O SIN R,"1,25 MG",2,0,1,0,0,0
G03CA57511,ESTRÓGENOS CONJUGADOS, VAGINAL,"0,625 MG/G (0,0625%)",1,0,1,0,0,0
G03CA57721,ESTRÓGENOS CONJUGADOS, ESTÉRIL I,25 MG,1,0,1,0,0,0
G03CE011511,ESTRÓGENOS CONJUGADOS,CREMA VAGINAL,"0,625 MG/G (0,0625%)",,1,0,0,0,0
G03CE011721,ESTRÓGENOS CONJUGADOS,POLVO INYECTABLE,25 MG  ,,1,0,0,0,0
G03CA5703,ESTRÓGENOS CONJUGADOS O ASOCIADOS,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
G03CE012161,ESTRÓGENOS CONJUGADOS O ASOCIADOS,TABLETA O GRAGEA,"0,625 MG",,1,0,0,0,0
G03CE012162,ESTRÓGENOS CONJUGADOS O ASOCIADOS,TABLETA O GRAGEA,"1,25 MG",,1,0,0,0,0
J04AK02011,ETAMBUTOL,TABLETA,400 MG,1,0,1,0,0,0
J04AE013011,ETAMBUTOL CLORHIDRATO,TABLETA,400 MG ,,1,0,0,0,0
J04AK0201,ETAMBUTOL CLORHIDRATO,TABLETA,400 MG,,0,0,1,1,1
L04AB0101,ETANERCEPT,POLVO ESTÉRIL PARA INYECCIÓN O SOLUCIÓN INYECTABLE,25 MG,,0,0,1,1,1
L04AB0102,ETANERCEPT,POLVO ESTÉRIL PARA INYECCIÓN O SOLUCIÓN INYECTABLE,50 MG,,0,0,1,1,0
L04AB01721,ETANERCEPT, ESTÉRIL I,25MG,1,0,1,0,0,0
L04AB01722,ETANERCEPT, ESTÉRIL I,50MG,2,0,1,0,0,0
V03AB16701,ETANOL,SOLUCIÓN INYECTABLE,96%,1,0,1,0,0,0
J04AD0301,ETIONAMIDA,TABLETA CON O SIN  RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO.,250 MG ,,0,0,1,1,1
J04AD03011,ETIONAMIDA,TABLETA CON O SINR,250 MG,1,0,1,0,0,0
J04AE014011,ETIONAMIDA,TABLETA,250 MG ,,1,0,0,0,0
L01CB0101,ETOPÓSIDO,SOLUCIÓN INYECTABLE,20 MG/ML (2%) ,,0,0,1,1,1
L01CB01701,ETOPÓSIDO,SOLUCIÓN INYECTABLE,100 MG/5 ML,1,0,1,0,0,0
L01CE015701,ETOPÓSIDO,SOLUCIÓN INYECTABLE,100 MG/5 ML ,,1,0,0,0,0
N03AD0101,ETOSUXIMIDA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N03AD01101,ETOSUXIMIDA,CÁPSULA,250 MG,1,0,1,0,0,0
N03AE016101,ETOSUXIMIDA,CÁPSULA,250 MG ,,1,0,0,0,0
N03AE016221,ETOSUXIMIDA,JARABE,250 MG/5 ML (5%) ,,1,0,0,0,0
L02BG0601,EXEMESTANO,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
B02BF001721,FACTOR ANTIHEMOFÍLICO,POLVO PARA INYECCIÓN,NO MENOS DE 100 UI DE FACTOR VIII ,,1,0,0,0,0
B02BF002721,FACTOR ANTIHEMOFÍLICO,POLVO PARA INYECCIÓN,NO MENOS DE 100 UI DE FACTOR IX ,,1,0,0,0,0
BO2BF001721,FACTOR ANTIHEMOFÍLICO,COMPLEJO DEL FACTOR IXUI,COMPLEJO DEL FACTOR IX 250 U.I,,1,0,0,0,0
BO2BF001722,FACTOR ANTIHEMOFÍLICO,COMPLEJO DEL FACTOR IXUI,COMPLEJO DEL FACTOR IX 500 U.I,,1,0,0,0,0
BO2BF001723,FACTOR ANTIHEMOFÍLICO,COMPLEJO DEL FACTOR IXUI,COMPLEJO DEL FACTOR IX 1.000 U.I,,1,0,0,0,0
B02BD04721,FACTOR IX DE LA COAGULACIÓN, ESTÉRIL I,NO MENOS DE 100 U.I.,1,0,1,0,0,0
B02BD0401,FACTOR IX DE LA COAGULACION (FACTOR ANTIHEMOFÍLICO),POLVO ESTÉRIL PARA INYECCIÓN,NO MENOS DE 100 U.I. DE FACTOR IX,,0,0,1,1,1
B02BD02721,FACTOR VIII DE LA COAGULACIÓN, ESTÉRIL I,NO MENOS DE 100 UI D,1,0,1,0,0,0
B02BD0201,FACTOR VIII DE LA COAGULACION (FACTOR ANTIHEMOFÍLICO),POLVO ESTÉRIL PARA INYECCIÓN,NO MENOS DE 100 UI DE FACTOR VIII,,0,0,1,1,1
A02BA0301,FAMOTIDINA,"TABLETA CON O SIN  RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO, TABLETA MASTICABLE, CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N03AB02141,FENITOÍNA,CÁPSULA O TABLETA,100 MG,1,0,1,0,0,0
N03AB02231,FENITOÍNA,ORAL,"125 MG/5 ML (2,5%)",1,0,1,0,0,0
N03AB02701,FENITOÍNA,SOLUCIÓN INYECTABLE,250 MG/5 ML,1,0,1,0,0,0
N03AB0201,FENITOÍNA ,SUSPENSIÓN ORAL,"125 MG/5 ML (2,5%) ",,0,0,1,1,1
N03AB0202,FENITOÍNA SÓDICA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
